Na'vi,IPA,Part of speech,English,Audio URL,Audio local URL
tìng nari,[ˈt·ɪŋ ˈna.ɾi],vin. ,look,https://s.learnnavi.org/audio/vocab/2184.mp3,2184.mp3
tìng ontu,[t·ɪŋ ˈon.tu],vin. ,smell,https://s.learnnavi.org/audio/vocab/11084.mp3,11084.mp3
tìng syawn,[t·ɪŋ sjawn],vin. ,bless,https://s.learnnavi.org/audio/vocab/11400.mp3,11400.mp3
tìng tseng,[ˈt·ɪŋ ˈt͡sɛŋ],vin. ,"back down, give ground",https://s.learnnavi.org/audio/vocab/3888.mp3,3888.mp3
tìng zekwä,[ˈt·ɪŋ ˈzɛk.wæ],vin. ,touch (intentionally),https://s.learnnavi.org/audio/vocab/10524.mp3,10524.mp3
tìngay,[tɪ.ˈŋaj],n. ,truth,https://s.learnnavi.org/audio/vocab/2188.mp3,2188.mp3
tìngäzìk,[tɪ.ˈŋæ.zɪk̚],n. ,"difficulty, problem",https://s.learnnavi.org/audio/vocab/6344.mp3,6344.mp3
tìngong,[tɪ.ˈŋoŋ],n. ,"lethargy, laziness",https://s.learnnavi.org/audio/vocab/8132.mp3,8132.mp3
tìngop,[tɪ.ˈŋop̚],n. ,abstract idea of a creation,https://s.learnnavi.org/audio/vocab/4908.mp3,4908.mp3
tìno,[tɪ.ˈno],n. ,"thoroughness, attention to detail",https://s.learnnavi.org/audio/vocab/6804.mp3,6804.mp3
tìnomum,[tɪ.ˈno.mum],n. ,curiosity,https://s.learnnavi.org/audio/vocab/6336.mp3,6336.mp3
tìnui,[tɪ.ˈnu.i],n. ,failure (abstract concept),https://s.learnnavi.org/audio/vocab/9816.mp3,9816.mp3
tìnvi,[ˈtɪn.vi],n. ,"task, errand, step (in an instruction)",https://s.learnnavi.org/audio/vocab/10896.mp3,10896.mp3
tìnvi si,[ˈtɪn.vi s·i],vin. ,"perform a task, run an errand",https://s.learnnavi.org/audio/vocab/10900.mp3,10900.mp3
tìoeyktìng,[tɪ.ˈo.ɛjk.tɪŋ],n. ,explanation,https://s.learnnavi.org/audio/vocab/4332.mp3,4332.mp3
tìohakx,[tɪ.o.ˈhak'],n. ,hunger,https://s.learnnavi.org/audio/vocab/5020.mp3,5020.mp3
tìomum,[tɪ.ˈo.mum],n. ,knowledge,https://s.learnnavi.org/audio/vocab/7940.mp3,7940.mp3
tìpähem,[tɪ.ˈpæ.hɛm],n. ,arrival,https://s.learnnavi.org/audio/vocab/4796.mp3,4796.mp3
tìpalang,[tɪ.ˈpa.laŋ],n. ,(social) contact,https://s.learnnavi.org/audio/vocab/13144.mp3,13144.mp3
tìpängkxo,[tɪ.pæŋ.ˈk'o],n. ,"conversation, discussion",https://s.learnnavi.org/audio/vocab/4596.mp3,4596.mp3
tìpängkxotsyìp,[tɪ.pæŋ.ˈk'o.t͡sjɪp̚],n. ,little conversation,https://s.learnnavi.org/audio/vocab/6164.mp3,6164.mp3
Tipani,[ˈti.pa.ni],prop.n. ,Na'vi Clan name,https://s.learnnavi.org/audio/vocab/13090.mp3,13090.mp3
tìpaw,[tɪ.ˈpaw],n. ,growth,https://s.learnnavi.org/audio/vocab/11828.mp3,11828.mp3
tìpawm,[tɪ.ˈpawm],n. ,question,https://s.learnnavi.org/audio/vocab/2192.mp3,2192.mp3
tìpe'ngay,[tɪ.pɛʔ.ˈŋaj],n. ,conclusion,https://s.learnnavi.org/audio/vocab/13236.mp3,13236.mp3
tìpe'ngayt wrrzärìp,[tɪ.pɛʔ.ˈŋajt wṛ.ˈzæ.ɾɪp̚],ph. ,infer,https://s.learnnavi.org/audio/vocab/13240.mp3,13240.mp3
tìpe'ngayt wrrzeykärìp,[tɪ.pɛʔ.ˈŋajt wṛ.zɛj.ˈkæ.ɾɪp̚],ph. ,imply,https://s.learnnavi.org/audio/vocab/13241.mp3,13241.mp3
tìpe'un,[tɪ.ˈpɛ.ʔun],n. ,decision,https://s.learnnavi.org/audio/vocab/4912.mp3,4912.mp3
tìprrte',[tɪ.ˈpṛ.tɛʔ],n. ,pleasure,https://s.learnnavi.org/audio/vocab/4728.mp3,4728.mp3
tìpsaw,[tɪp.ˈsaw],n. ,clumsiness,https://s.learnnavi.org/audio/vocab/11232.mp3,11232.mp3
tìpxul,[tɪ.ˈp'ul],n. ,"formidableness, imposingness",https://s.learnnavi.org/audio/vocab/13214.mp3,13214.mp3
tìra'un,[tɪ.ˈɾa.ʔun],n. ,"surrender, relinquishment",https://s.learnnavi.org/audio/vocab/13271.mp3,13271.mp3
tìralpeng,[tɪ.ɾal.ˈpɛŋ],n. ,"translation, interpretation",https://s.learnnavi.org/audio/vocab/10416.mp3,10416.mp3
tìran,[t·ɪ.ˈɾ·an],vin. ,walk,https://s.learnnavi.org/audio/vocab/2196.mp3,2196.mp3
tìranpam,[tɪ.ˈɾan.pam],n. ,footstep (sound),https://s.learnnavi.org/audio/vocab/12973.mp3,12973.mp3
tìrawn,[tɪ.ˈɾawn],n. ,"replacement, the act of replacing",https://s.learnnavi.org/audio/vocab/8300.mp3,8300.mp3
tirea,[ti.ˈɾɛ.a],n. ,spirit,https://s.learnnavi.org/audio/vocab/2116.mp3,2116.mp3
tireafya'o,[ti.ˈɾɛ.a.ˌfja.ʔo],n. ,spirit path,https://s.learnnavi.org/audio/vocab/2120.mp3,2120.mp3
tireaioang,[ti.ˈɾɛ.a.i.ˌo.aŋ],n. ,spirit animal,https://s.learnnavi.org/audio/vocab/2124.mp3,2124.mp3
tireapängkxo,[ti.ˈɾɛ.a.p·æŋ.ˌk'·o],vin. ,commune,https://s.learnnavi.org/audio/vocab/2128.mp3,2128.mp3
tìrengop,[tɪ.ˈɾɛ.ŋop̚],n. ,design (the act or art of designing),https://s.learnnavi.org/audio/vocab/9500.mp3,9500.mp3
tiretu,[ti.ˈɾɛ.tu],n. ,shaman,https://s.learnnavi.org/audio/vocab/10840.mp3,10840.mp3
tìrey,[tɪ.ˈɾɛj],n. ,life,https://s.learnnavi.org/audio/vocab/2204.mp3,2204.mp3
tìreyn,[tɪ.ˈɾɛjn],n. ,train,https://s.learnnavi.org/audio/vocab/10148.mp3,10148.mp3
tìrol,[tɪ.ˈɾol],n. ,song (vocal),https://s.learnnavi.org/audio/vocab/2208.mp3,2208.mp3
tìronsrel,[tɪ.ˈɾon.sɾɛl],n. ,imagination,https://s.learnnavi.org/audio/vocab/7280.mp3,7280.mp3
tìsay,[tɪ.ˈsaj],n. ,loyalty,https://s.learnnavi.org/audio/vocab/13304.mp3,13304.mp3
tìska'a,[tɪ.ska.ˈʔa],n. ,destruction,https://s.learnnavi.org/audio/vocab/4760.mp3,4760.mp3
tìsla'tsu,[tɪ.ˈslaʔ.t͡su],n. ,description,https://s.learnnavi.org/audio/vocab/7196.mp3,7196.mp3
tìslan,[tɪ.ˈslan],n. ,"support (emotional, social or personal support)",https://s.learnnavi.org/audio/vocab/8692.mp3,8692.mp3
tìsmaw,[tɪ.ˈsmaw],n. ,approval,https://s.learnnavi.org/audio/vocab/13131.mp3,13131.mp3
tìsnaytx,[tɪ.ˈsnajt'],n. ,loss,https://s.learnnavi.org/audio/vocab/7616.mp3,7616.mp3
tìso'ha,[tɪ.ˈsoʔ.ha],n. ,"enthusiasm, having a good attitude",https://s.learnnavi.org/audio/vocab/8924.mp3,8924.mp3
tìsom,[tɪ.ˈsom],n. ,heat,https://s.learnnavi.org/audio/vocab/6928.mp3,6928.mp3
tìsop,[tɪ.ˈsop̚],n. ,journey,https://s.learnnavi.org/audio/vocab/4764.mp3,4764.mp3
tìspe'e,[tɪ.spɛ.ˈʔɛ],n. ,capture,https://s.learnnavi.org/audio/vocab/6688.mp3,6688.mp3
tìspxin,[tɪ.ˈsp'in],n. ,"the state of being ill, sickness",https://s.learnnavi.org/audio/vocab/2212.mp3,2212.mp3
tìsraw,[tɪ.ˈsɾaw],n. ,pain,https://s.learnnavi.org/audio/vocab/3896.mp3,3896.mp3
tìsraw seyki,[tɪ.ˈsɾaw sɛj.ˈk·i],vtr. ,hurt (someone or something),https://s.learnnavi.org/audio/vocab/3892.mp3,3892.mp3
tìsraw si,[tɪ.ˈsɾaw ˈs·i],vin. ,"hurt, be painful",https://s.learnnavi.org/audio/vocab/3900.mp3,3900.mp3
tìsrese'a,[tɪ.ˈsɾɛ.sɛ.ʔa],n. ,prophecy,https://s.learnnavi.org/audio/vocab/4600.mp3,4600.mp3
tìsteftxaw,[tɪ.stɛ.ˈft'aw],n. ,examination,https://s.learnnavi.org/audio/vocab/9976.mp3,9976.mp3
tìsti,[tɪ.ˈsti],n. ,anger,https://s.learnnavi.org/audio/vocab/5188.mp3,5188.mp3
tìsung,[tɪ.ˈsuŋ],n. ,"addition, post script",https://s.learnnavi.org/audio/vocab/11080.mp3,11080.mp3
tìswaran,[tɪ.ˈswa.ɾan],n. ,"humility, humbleness",https://s.learnnavi.org/audio/vocab/13226.mp3,13226.mp3
tìsyor,[tɪ.ˈsjoɾ],n. ,relaxation,https://s.learnnavi.org/audio/vocab/9560.mp3,9560.mp3
tìsyortsyìp,[tɪ.ˈsjoɾ.t͡sjɪp̚],n. ,"break, small rest or relaxation",https://s.learnnavi.org/audio/vocab/11604.mp3,11604.mp3
tìtaron,[tɪ.ˈta.ɾon],n. ,hunting,https://s.learnnavi.org/audio/vocab/7336.mp3,7336.mp3
tìterkup,[tɪ.ˈtɛɾ.kup̚],n. ,death (in abstract sense),https://s.learnnavi.org/audio/vocab/8792.mp3,8792.mp3
tìtsan'ul,[tɪ.ˈt͡san.ʔul],n. ,improvement (in the general or abstract sense),https://s.learnnavi.org/audio/vocab/9684.mp3,9684.mp3
tìtseri,[tɪ.ˈt͡sɛ.ɾi],n. ,"awareness, notice",https://s.learnnavi.org/audio/vocab/10368.mp3,10368.mp3
tìtslam,[tɪ.ˈt͡slam],n. ,"understanding, intelligence",https://s.learnnavi.org/audio/vocab/5208.mp3,5208.mp3
tìtstew,[tɪ.ˈt͡stɛw],n. ,"courage, bravery",https://s.learnnavi.org/audio/vocab/7992.mp3,7992.mp3
tìtstewnga',[tɪ.ˈt͡stɛw.ŋaʔ],adj. ,"courageous, brave",https://s.learnnavi.org/audio/vocab/7996.mp3,7996.mp3
tìtstunwi,[tɪ.ˈt͡stun.wi],n. ,kindness,https://s.learnnavi.org/audio/vocab/6704.mp3,6704.mp3
tìtstunwinga',[tɪ.ˈt͡stun.wi.ŋaʔ],adj. ,kind,https://s.learnnavi.org/audio/vocab/11180.mp3,11180.mp3
tìtsukanom,[tɪ.t͡su.ˈka.nom],n. ,availability,https://s.learnnavi.org/audio/vocab/13246.mp3,13246.mp3
tìtsunslu,[tɪ.ˈt͡sun.slu],n. ,possibility,https://s.learnnavi.org/audio/vocab/8944.mp3,8944.mp3
tìtsyär,[tɪ.ˈt͡sjæɾ],n. ,rejection,https://s.learnnavi.org/audio/vocab/8008.mp3,8008.mp3
tìtsyul,[tɪ.ˈt͡sjul],n. ,"beginning, start",https://s.learnnavi.org/audio/vocab/11748.mp3,11748.mp3
tìtunu,[tɪ.ˈtu.nu],n. ,romance,https://s.learnnavi.org/audio/vocab/13262.mp3,13262.mp3
tìtusaron,[tɪ.tu.ˈsa.ɾon],n. ,hunting,https://s.learnnavi.org/audio/vocab/6156.mp3,6156.mp3
tìtxanew,[tɪ.ˈt'a.nɛw],n. ,greed,https://s.learnnavi.org/audio/vocab/5192.mp3,5192.mp3
tìtxantslusam,[tɪ.ˈt'an.t͡slu.sam],n. ,wisdom (seldom used),https://s.learnnavi.org/audio/vocab/11640.mp3,11640.mp3
tìtxap,[tɪ.ˈt'ap̚],n. ,pressure (physical),https://s.learnnavi.org/audio/vocab/12986.mp3,12986.mp3
tìtxaw,[tɪ.ˈt'aw],n. ,punishment,https://s.learnnavi.org/audio/vocab/13269.mp3,13269.mp3
tìtxen,[tɪ.ˈt'ɛn],n. ,"awakeness, the state of waking",https://s.learnnavi.org/audio/vocab/5928.mp3,5928.mp3
tìtxen si,[tɪ.ˈt'ɛn s·i],vin. ,"to wake, to waken, wake up",https://s.learnnavi.org/audio/vocab/9216.mp3,9216.mp3
tìtxula,[tɪ.ˈt'u.la],n. ,"construction, constructed thing",https://s.learnnavi.org/audio/vocab/5212.mp3,5212.mp3
tìtxur,[tɪ.ˈt'uɾ],n. ,"strength, power",https://s.learnnavi.org/audio/vocab/2220.mp3,2220.mp3
tìtxurnga',[tɪ.ˈt'uɾ. ŋaʔ],adj. ,powerful,https://s.learnnavi.org/audio/vocab/10992.mp3,10992.mp3
tìväng,[tɪ.ˈvæŋ],n. ,thirst,https://s.learnnavi.org/audio/vocab/7228.mp3,7228.mp3
tìvawm,[tɪ.ˈvawm],n. ,darkness,https://s.learnnavi.org/audio/vocab/5308.mp3,5308.mp3
tìve'kì,[tɪ.vɛʔ.ˈkɪ],n. ,hatred,https://s.learnnavi.org/audio/vocab/6404.mp3,6404.mp3
tìvirä,[tɪ.vi.ˈɾæ],n. ,"spread, proliferation",https://s.learnnavi.org/audio/vocab/13140.mp3,13140.mp3
tìwan,[tɪ.ˈwan],n. ,"obfuscation, cover up",https://s.learnnavi.org/audio/vocab/7320.mp3,7320.mp3
tìwäsul,[tɪ.ˈwæ.sul],n. ,competition,https://s.learnnavi.org/audio/vocab/9340.mp3,9340.mp3
tìwäte,[tɪ.wæ.ˈtɛ],n. ,"dispute, argument",https://s.learnnavi.org/audio/vocab/7248.mp3,7248.mp3
tìwew,[tɪ.ˈwɛw],n. ,"coldness, cold",https://s.learnnavi.org/audio/vocab/6932.mp3,6932.mp3
tìwìngay,[tɪ.wɪ.ˈŋaj],n. ,"proof, proving (abstract)",https://s.learnnavi.org/audio/vocab/10512.mp3,10512.mp3
tìwusem,[tɪ.wu.ˈsɛm],n. ,fighting,https://s.learnnavi.org/audio/vocab/6748.mp3,6748.mp3
tìyäkx,[tɪ.ˈjæk'],n. ,"lack of notice, snubbing",https://s.learnnavi.org/audio/vocab/10380.mp3,10380.mp3
tìyawn,[tɪ.ˈjawn],n. ,love,https://s.learnnavi.org/audio/vocab/2200.mp3,2200.mp3
tìyawr,[tɪ.ˈjawɾ],n. ,correctness,https://s.learnnavi.org/audio/vocab/5100.mp3,5100.mp3
tìyewn,[tɪ.ˈjɛwn],n. ,expression,https://s.learnnavi.org/audio/vocab/13228.mp3,13228.mp3
tìyo',[tɪ.ˈjoʔ̚],n. ,perfection,https://s.learnnavi.org/audio/vocab/8356.mp3,8356.mp3
tìyora',[tɪ.jo.ˈɾaʔ],n. ,"victory, a win",https://s.learnnavi.org/audio/vocab/7612.mp3,7612.mp3
tìyusom,[tɪ.ju.ˈsom],n. ,eating (the act),https://s.learnnavi.org/audio/vocab/6152.mp3,6152.mp3
tìzevakx,[tɪ.ˈzɛ.vak'],n. ,cruelty,https://s.learnnavi.org/audio/vocab/13193.mp3,13193.mp3
tìzevakxnga',[tɪ.ˈzɛ.vak'.ŋaʔ],adj. ,cruel (nfp),https://s.learnnavi.org/audio/vocab/13194.mp3,13194.mp3
tìzin,[tɪ.ˈzin],n. ,"a tangle(ment), mass of something twisted together",https://s.learnnavi.org/audio/vocab/13256.mp3,13256.mp3
tìzin si,[tɪ.ˈzin s·i],vin. ,"tangle, tangle up",https://s.learnnavi.org/audio/vocab/13257.mp3,13257.mp3
to,[to],part. ,comparative marker than (behaves like an adp.),https://s.learnnavi.org/audio/vocab/2224.mp3,2224.mp3
to tìtseri,[to tɪ.ˈt͡sɛ.ɾi],ph. ,"than is apparent, than you are aware of",https://s.learnnavi.org/audio/vocab/11608.mp3,11608.mp3
Toitslan,[ˈto.i.t͡slan],prop.n. ,Germany,https://s.learnnavi.org/audio/vocab/7896.mp3,7896.mp3
Toitsye,[ˈto.i.t͡sjɛ],adj. ,German (language),https://s.learnnavi.org/audio/vocab/7900.mp3,7900.mp3
tok,[t·ok̚],vtr. ,"be at, occupy a space",https://s.learnnavi.org/audio/vocab/2232.mp3,2232.mp3
toktor,[ˈtok.toɾ],n. ,doctor,https://s.learnnavi.org/audio/vocab/2236.mp3,2236.mp3
tokx,[tok'],n. ,body,https://s.learnnavi.org/audio/vocab/2240.mp3,2240.mp3
tolel,[to.ˈlɛl],intj. ,Eureka! I found it! I understand!,https://s.learnnavi.org/audio/vocab/6392.mp3,6392.mp3
toltem,[t·ol.ˈt·ɛm],vtr. ,shoot,https://s.learnnavi.org/audio/vocab/3904.mp3,3904.mp3
tompa,[ˈtom.pa],n. ,rain,https://s.learnnavi.org/audio/vocab/2244.mp3,2244.mp3
tompakel,[ˈtom.pa.kɛl],n. ,drought,https://s.learnnavi.org/audio/vocab/10448.mp3,10448.mp3
tompameyp,[tom.pa.ˈmɛjp̚],n. ,drizzle,https://s.learnnavi.org/audio/vocab/7376.mp3,7376.mp3
tompawll,[ˈtom.pa.wḷ],n. ,"geode, rain plant",https://s.learnnavi.org/audio/vocab/5716.mp3,5716.mp3
tomperwì,[ˈtom.pɛɾ.wɪ],n. ,sleet,https://s.learnnavi.org/audio/vocab/7392.mp3,7392.mp3
tompìva,[ˈtom.pɪ.va],n. ,raindrop,https://s.learnnavi.org/audio/vocab/7424.mp3,7424.mp3
tong,[t·oŋ],vtr. ,"put out, quench",https://s.learnnavi.org/audio/vocab/11468.mp3,11468.mp3
Tonowari,[to.no.ˈwa.ɾi],prop.n. ,male Na'vi of the Metkayina Clan,https://s.learnnavi.org/audio/vocab/13091.mp3,13091.mp3
tor,[toɾ],adj. ,"last, ultimate, terminal",https://s.learnnavi.org/audio/vocab/6672.mp3,6672.mp3
toruk,[ˈto.ɾuk̚],n. ,"great leonopteryx, last shadow",https://s.learnnavi.org/audio/vocab/2248.mp3,2248.mp3
toruk makto,[ˈto.ɾuk̚ ˈmak.to],n. ,toruk rider,https://s.learnnavi.org/audio/vocab/2252.mp3,2252.mp3
torukspxam,[ˈto.ɾuk.sp'am],n. ,"octoshroom, great leonopteryx fungus",https://s.learnnavi.org/audio/vocab/2256.mp3,2256.mp3
trr,[tṛ],n. ,day,https://s.learnnavi.org/audio/vocab/2260.mp3,2260.mp3
trr'awve,[tṛ.ˈʔaw.vɛ],n. ,Sunday,https://s.learnnavi.org/audio/vocab/4920.mp3,4920.mp3
trr'ong,[tṛ.ˈʔoŋ],n. ,"dawn, sunrise",https://s.learnnavi.org/audio/vocab/5360.mp3,5360.mp3
trr'ongmaw,[tṛ.ˈʔoŋ.maw],n. ,dawn after sunrise,https://s.learnnavi.org/audio/vocab/5364.mp3,5364.mp3
trram,[tṛ.ˈam],adv. ,yesterday,https://s.learnnavi.org/audio/vocab/2264.mp3,2264.mp3
trray,[tṛ.ˈaj],adv. ,tomorrow,https://s.learnnavi.org/audio/vocab/4156.mp3,4156.mp3
trrkive,[tṛ.ˈki.vɛ],n. ,Saturday,https://s.learnnavi.org/audio/vocab/4944.mp3,4944.mp3
trrmrrve,[tṛ.ˈmṛ.vɛ],n. ,Thursday,https://s.learnnavi.org/audio/vocab/4936.mp3,4936.mp3
trrmuve,[tṛ.ˈmu.vɛ],n. ,Monday,https://s.learnnavi.org/audio/vocab/4924.mp3,4924.mp3
trrpeve,[tṛ.ˈpɛ.vɛ],inter. ,which day (derived from trr day and pe interrogative marker and ve ordinal number marker),https://s.learnnavi.org/audio/vocab/5036.mp3,5036.mp3
trrpuve,[tṛ.ˈpu.vɛ],n. ,Friday,https://s.learnnavi.org/audio/vocab/4940.mp3,4940.mp3
trrpxeyve,[tṛ.ˈp'ɛj.vɛ],n. ,Tuesday,https://s.learnnavi.org/audio/vocab/4928.mp3,4928.mp3
trrtsìve,[tṛ.ˈt͡sɪ.vɛ],n. ,Wednesday,https://s.learnnavi.org/audio/vocab/4932.mp3,4932.mp3
trrtxon,[ˈtṛ.t'on],n. ,the day and night cycle of Pandora,https://s.learnnavi.org/audio/vocab/5644.mp3,5644.mp3
Tuke,[ˈtu.kɛ],prop.n. ,female Na'vi,https://s.learnnavi.org/audio/vocab/13098.mp3,13098.mp3
tukru,[tuk.ˈɾu],n. ,spear,https://s.learnnavi.org/audio/vocab/2276.mp3,2276.mp3
Tuktirey,[tuk.ˈti.ɾɛj],prop.n. ,Jake and Neytiri's daughter,https://s.learnnavi.org/audio/vocab/13099.mp3,13099.mp3
tul,[t·ul],vin. ,run,https://s.learnnavi.org/audio/vocab/2280.mp3,2280.mp3
tumpasuk,[ˈtum.pa.suk̚],n. ,celia fruit tree,https://s.learnnavi.org/audio/vocab/13021.mp3,13021.mp3
tumpin,[ˈtum.pin],n. ,"red, orange",https://s.learnnavi.org/audio/vocab/6580.mp3,6580.mp3
tun,[tun],adj. ,"red, orange",https://s.learnnavi.org/audio/vocab/6564.mp3,6564.mp3
tung,[t·uŋ],vtr. ,allow,https://s.learnnavi.org/audio/vocab/2284.mp3,2284.mp3
tungzup,[t·uŋ.ˈz·up̚],vtr. ,drop,https://s.learnnavi.org/audio/vocab/3944.mp3,3944.mp3
tunu,[ˈtu.nu],adj. ,romantic,https://s.learnnavi.org/audio/vocab/13261.mp3,13261.mp3
tunutu,[ˈtu.nu.tu],n. ,"object of desire, crush",https://s.learnnavi.org/audio/vocab/13263.mp3,13263.mp3
tup,[tup̚],conj. ,"instead of, rather than",https://s.learnnavi.org/audio/vocab/4176.mp3,4176.mp3
tupe,[ˈtu.pɛ],inter. ,who,https://s.learnnavi.org/audio/vocab/2288.mp3,2288.mp3
tut,[tut̚],part. ,continuation marker,https://s.learnnavi.org/audio/vocab/2292.mp3,2292.mp3
tutampe,[tu.ˈtam.pɛ],inter. ,what man,https://s.learnnavi.org/audio/vocab/13114.mp3,13114.mp3
tutan,[tu.ˈtan],n. ,male (person),https://s.learnnavi.org/audio/vocab/2304.mp3,2304.mp3
tute,[ˈtu.tɛ],n. ,person,https://s.learnnavi.org/audio/vocab/2296.mp3,2296.mp3
tuté,[tu.ˈtɛ],n. ,female (person),https://s.learnnavi.org/audio/vocab/2300.mp3,2300.mp3
tuteo,[ˈtu.tɛ.o],pn. ,"somebody, someone",https://s.learnnavi.org/audio/vocab/4184.mp3,4184.mp3
tutepe,[tu.ˈtɛ.pɛ],inter. ,what woman,https://s.learnnavi.org/audio/vocab/13122.mp3,13122.mp3
tutsena,[ˈtut.sɛ.na],n. ,stretcher,https://s.learnnavi.org/audio/vocab/10052.mp3,10052.mp3
tuvom,[tu.ˈvom],adj. ,"greatest of all, exceedingly great",https://s.learnnavi.org/audio/vocab/10480.mp3,10480.mp3
tuvon,[ˈt·u.v·on],vin. ,lean,https://s.learnnavi.org/audio/vocab/4392.mp3,4392.mp3
tsä',[t͡s·æʔ],vin. ,squirt,https://s.learnnavi.org/audio/vocab/3908.mp3,3908.mp3
tsa'u,[ˈt͡sa.ʔu],dem. ,that (thing),https://s.learnnavi.org/audio/vocab/2316.mp3,2316.mp3
tsafya,[t͡sa.ˈfja],adv. ,"that way, like that",https://s.learnnavi.org/audio/vocab/5604.mp3,5604.mp3
tsahey,[t͡sa.ˈhɛj],intj. ,"expression of warning or frustration, 'crap!', 'ah, hell!'",https://s.learnnavi.org/audio/vocab/5288.mp3,5288.mp3
tsaheyl si,[t͡sa.ˈhɛjl ˈs·i],vin. ,"bond with, establish a neural connection",https://s.learnnavi.org/audio/vocab/3912.mp3,3912.mp3
tsaheylu,[t͡sa.ˈhɛj.lu],n. ,bond (neural connection),https://s.learnnavi.org/audio/vocab/2320.mp3,2320.mp3
Tsahìk,[ˈt͡sa.hɪk̚],prop.n. ,"matriarch, high priestess, interpreter",https://s.learnnavi.org/audio/vocab/13092.mp3,13092.mp3
tsakem,[ˈt͡sa.kɛm] or [t͡sa.ˈkɛm],dem. ,that (action),https://s.learnnavi.org/audio/vocab/2328.mp3,2328.mp3
tsakrr,[t͡sa.ˈkṛ],adv. ,"then, at that time, that time",https://s.learnnavi.org/audio/vocab/2332.mp3,2332.mp3
tsakrrvay,[t͡sa.ˈkṛ.vaj],adv. ,"until then, in the meantime",https://s.learnnavi.org/audio/vocab/5012.mp3,5012.mp3
tsaktap,[ˈt͡sak.tap̚],n. ,violence,https://s.learnnavi.org/audio/vocab/13136.mp3,13136.mp3
tsaktap si,[ˈt͡sak.tap s·i],vin. ,"be violent, use violence",https://s.learnnavi.org/audio/vocab/13138.mp3,13138.mp3
tsal,[t͡sal],pn. ,"that, it (transitive subject)",https://s.learnnavi.org/audio/vocab/5976.mp3,5976.mp3
tsalsungay,[t͡sal.su.ˈŋaj],adv. ,"nevertheless, even so",https://s.learnnavi.org/audio/vocab/5272.mp3,5272.mp3
tsam,[t͡sam],n. ,war,https://s.learnnavi.org/audio/vocab/2336.mp3,2336.mp3
tsamopin,[ˈt͡sa.mo.pin],n. ,warpaint,https://s.learnnavi.org/audio/vocab/7848.mp3,7848.mp3
tsampongu,[ˈt͡sam.po.ŋu],n. ,war party,https://s.learnnavi.org/audio/vocab/2340.mp3,2340.mp3
tsamsä'o,[ˈt͡sam.sæ.ʔo],n. ,weapon of war,https://s.learnnavi.org/audio/vocab/10988.mp3,10988.mp3
tsamsiyu,[ˈt͡sam.si.ju],n. ,warrior,https://s.learnnavi.org/audio/vocab/2344.mp3,2344.mp3
tsan'ul,[ˈt͡san.ʔ·ul],vin. ,"improve, get better",https://s.learnnavi.org/audio/vocab/9676.mp3,9676.mp3
tsang,[t͡saŋ],n. ,a piercing,https://s.learnnavi.org/audio/vocab/7852.mp3,7852.mp3
tsankum,[ˈt͡san.kum],n. ,"advantage, benefit, upside, gain",https://s.learnnavi.org/audio/vocab/10728.mp3,10728.mp3
tsankumnga',[ˈt͡san.kum.ŋaʔ],adj. ,advantageous,https://s.learnnavi.org/audio/vocab/10732.mp3,10732.mp3
tsantu,[ˈt͡san.tu],n. ,"good person, “good guy”",https://s.learnnavi.org/audio/vocab/13292.mp3,13292.mp3
tsantxäl,[t͡san.ˈt'æl],n. ,invitation,https://s.learnnavi.org/audio/vocab/13301.mp3,13301.mp3
tsantxäl si,[t͡san.ˈt'æl s·i],vin. ,invite,https://s.learnnavi.org/audio/vocab/13302.mp3,13302.mp3
tsap'alute,[t͡sap.ˈʔa.lu.tɛ],n. ,apology,https://s.learnnavi.org/audio/vocab/2348.mp3,2348.mp3
tsap'alute si,[t͡sap.ˈʔa.lu.tɛ ˈs·i],vin. ,apologise (apologize),https://s.learnnavi.org/audio/vocab/3916.mp3,3916.mp3
tsapo,[ˈt͡sa.po],pn. ,that one (for people only),https://s.learnnavi.org/audio/vocab/7692.mp3,7692.mp3
tsaria,[ˈt͡sa.ɾi.a],"pn., sbd. ",that,https://s.learnnavi.org/audio/vocab/5440.mp3,5440.mp3
tsat,[t͡sat̚],pn. ,"that, it (as object)",https://s.learnnavi.org/audio/vocab/5980.mp3,5980.mp3
tsata,[ˈt͡sa.ta],"pn., sbd. ",that,https://s.learnnavi.org/audio/vocab/5436.mp3,5436.mp3
tsatseng,[t͡sa.ˈt͡sɛŋ] or [ˈt͡sa.t͡sɛŋ],"dem., n. ","there, that place",https://s.learnnavi.org/audio/vocab/2352.mp3,2352.mp3
tsatu,[ˈt͡sa.tu],dem. ,that person,https://s.learnnavi.org/audio/vocab/2356.mp3,2356.mp3
tsaw,[t͡saw],"dem., pn. ","that, it (as intransitive subject)",https://s.learnnavi.org/audio/vocab/5268.mp3,5268.mp3
tsawa,[ˈt͡sa.wa],"pn., sbd. ",that,https://s.learnnavi.org/audio/vocab/5432.mp3,5432.mp3
tsawke,[ˈt͡saw.kɛ],n. ,sun; Alpha Centauri A,https://s.learnnavi.org/audio/vocab/2360.mp3,2360.mp3
Tsawkenay,[t͡saw.kɛ.ˈnaj],n. ,Alpha Centauri B,https://s.learnnavi.org/audio/vocab/12996.mp3,12996.mp3
tsawksyul,[ˈt͡sawk.sjul],n. ,sun lily,https://s.learnnavi.org/audio/vocab/13020.mp3,13020.mp3
